timestamp,takim_numarasi,iha_enlem,iha_boylam,iha_irtifa,iha_dikilme,iha_yonelme,iha_yatis,zaman_farki
11:40:42,5,41.5131264,36.11895,0.036,0.315442473,71.2146,-0.7659548,1849.0
11:40:43,5,41.5131264,36.11895,0.141,0.287136018,71.22891,0.9341356,847.0
11:40:45,5,41.5131264,36.11895,0.141,0.287136018,71.22891,0.9341356,2189.0
11:40:47,5,41.5131226,36.1189461,0.252,0.279049456,71.21179,1.05830181,2217.0
11:40:50,5,41.5131226,36.1189461,0.007,0.25980258,71.26779,1.56440771,1457.0
11:40:51,5,41.5131226,36.1189461,0.008,0.265383154,71.238884,2.00743818,868.0
11:40:53,5,41.5131226,36.1189461,0.023,0.262237281,71.23947,1.53140724,699.0
11:40:55,5,41.5131226,36.1189461,0.023,0.262237281,71.23947,1.53140724,2487.0
11:40:56,5,41.5131226,36.11895,0.019,0.270223349,71.24707,0.3014487,1478.0
11:40:57,5,41.5131226,36.11895,0.019,0.270223349,71.24707,0.3014487,2451.0
11:40:58,5,41.5131264,36.11895,-0.012,0.265630484,71.2601,0.368249983,1440.0
11:40:59,5,41.5131264,36.11895,-0.012,0.265630484,71.2601,0.368249983,2432.0
11:41:0,5,41.5131264,36.11895,0.005,0.292697668,71.27133,0.5326901,1505.0
11:41:1,5,41.5131264,36.11895,-0.003,0.312013835,71.27748,1.15188372,694.0
11:42:25,5,41.5131264,36.11895,-0.026,0.246846244,71.46338,0.9205856,223.0
11:42:26,5,41.5131264,36.11895,0.008,0.229231611,71.46426,0.9804503,1177.0
11:42:27,5,41.5131264,36.11895,0.008,0.229231611,71.46426,0.9804503,146.0
11:42:27,5,41.5131264,36.11895,0.049,0.237854928,71.46282,1.09683347,1078.0
11:42:28,5,41.5131264,36.11895,0.049,0.237854928,71.46282,1.09683347,2005.0
11:42:29,5,41.5131264,36.11895,0.049,0.237854928,71.46282,1.09683347,1045.0
11:42:30,5,41.5131264,36.11895,0.069,0.2670972,71.4707947,1.03174841,1982.0
11:42:32,5,41.5131264,36.11895,0.017,0.254225343,71.47285,1.06621671,1208.0
11:42:33,5,41.5131264,36.11895,0.017,0.254225343,71.47285,1.06621671,132.0
11:42:33,5,41.5131264,36.11895,0.079,0.238656208,71.44718,0.8897911,1091.0
