timestamp,takim_numarasi,iha_enlem,iha_boylam,iha_irtifa,iha_dikilme,iha_yonelme,iha_yatis,zaman_farki
14:11:11,17,41.5130768,36.118927,0.0,-2.0,96.0,16.0,1307.0
14:11:12,17,41.5130768,36.11893,0.0,-3.0,96.0,16.0,1335.0
14:11:13,17,41.5130768,36.11893,0.0,-3.0,96.0,16.0,1266.0
14:11:14,17,41.5130768,36.11893,0.0,-3.0,96.0,16.0,1307.0
14:11:15,17,41.5130768,36.11893,0.0,-3.0,96.0,16.0,2230.0
14:11:16,17,41.5130768,36.11893,0.0,-3.0,96.0,15.0,2157.0
14:11:17,17,41.5130768,36.11893,0.0,-2.0,96.0,15.0,1587.0
14:11:18,17,41.5130768,36.11893,0.0,-2.0,96.0,16.0,1634.0
14:11:19,17,41.5130768,36.11893,-1.0,-2.0,96.0,16.0,1564.0
14:11:20,17,41.5130768,36.11893,-1.0,-2.0,96.0,16.0,1518.0
14:11:21,17,41.5130768,36.11893,-1.0,-2.0,96.0,16.0,1436.0
14:11:22,17,41.513073,36.11893,-1.0,-2.0,96.0,16.0,1450.0
14:11:23,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1392.0
14:11:24,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1290.0
14:11:25,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1307.0
14:11:26,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1233.0
14:11:27,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1279.0
14:11:28,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1204.0
14:11:29,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1145.0
14:11:30,17,41.513073,36.11893,-1.0,-3.0,96.0,16.0,1356.0
14:11:31,17,41.513073,36.11893,-1.0,-3.0,95.0,16.0,1208.0
14:11:32,17,41.51307,36.11893,-1.0,-3.0,95.0,16.0,1344.0
14:11:33,17,41.51307,36.11893,-1.0,-3.0,95.0,16.0,1276.0
14:11:34,17,41.51307,36.11893,0.0,-2.0,95.0,16.0,1206.0
14:11:35,17,41.51307,36.11893,0.0,-2.0,95.0,16.0,2139.0
14:11:36,17,41.51307,36.11893,0.0,-2.0,95.0,16.0,2065.0
14:11:37,17,41.5130653,36.11893,0.0,-2.0,95.0,16.0,2110.0
14:11:38,17,41.5130653,36.11893,0.0,-2.0,95.0,16.0,2011.0
14:11:38,17,41.5130653,36.118927,0.0,-2.0,95.0,16.0,1929.0
14:11:39,17,41.5130653,36.118927,0.0,-2.0,95.0,16.0,1355.0
14:11:40,17,41.5130653,36.118927,-1.0,-3.0,95.0,16.0,1375.0
14:11:41,17,41.5130653,36.118927,-1.0,-2.0,95.0,16.0,1292.0
14:11:42,17,41.5130653,36.11893,-1.0,-3.0,95.0,16.0,1238.0
14:11:43,17,41.5130653,36.11893,0.0,-3.0,95.0,16.0,1194.0
14:11:44,17,41.5130653,36.118927,0.0,0.0,93.0,19.0,1102.0
14:11:45,17,41.51306,36.118927,0.0,-10.0,81.0,8.0,1130.0
14:11:46,17,41.51306,36.118927,0.0,-7.0,65.0,13.0,1256.0
14:11:47,17,41.51306,36.1189232,0.0,-9.0,54.0,21.0,1387.0
14:11:54,17,41.5130653,36.11891,0.0,-9.0,8.0,13.0,1476.0
14:11:55,17,41.51307,36.11891,0.0,-6.0,9.0,5.0,1597.0
14:12:2,17,41.51307,36.11892,0.0,-7.0,16.0,13.0,1581.0
14:12:3,17,41.51307,36.1189156,0.0,-8.0,16.0,11.0,2106.0
14:12:8,17,41.513073,36.1189232,0.0,-9.0,357.0,11.0,1264.0
14:12:9,17,41.513073,36.1189232,0.0,-8.0,357.0,10.0,998.0
14:12:10,17,41.513073,36.1189232,0.0,-9.0,354.0,10.0,1013.0
14:12:11,17,41.513073,36.1189232,0.0,-8.0,353.0,16.0,1035.0
14:12:12,17,41.513073,36.1189232,0.0,-8.0,353.0,16.0,1957.0
14:12:12,17,41.513073,36.1189232,0.0,-9.0,354.0,9.0,1893.0
14:12:13,17,41.513073,36.11892,0.0,-7.0,352.0,9.0,1920.0
14:12:19,17,41.513073,36.11892,0.0,-8.0,312.0,4.0,1894.0
14:12:20,17,41.513073,36.1189156,0.0,-13.0,307.0,5.0,1824.0
14:12:21,17,41.51307,36.11891,0.0,-12.0,312.0,5.0,1773.0
14:12:22,17,41.513073,36.11891,0.0,-10.0,312.0,6.0,1720.0
14:12:23,17,41.513073,36.11891,0.0,-10.0,309.0,6.0,1638.0
14:12:24,17,41.513073,36.1189079,0.0,-9.0,317.0,9.0,1666.0
14:12:25,17,41.5130768,36.11891,0.0,-8.0,333.0,10.0,1017.0
14:12:26,17,41.5130768,36.1189079,0.0,-7.0,1.0,13.0,935.0
14:12:27,17,41.513073,36.1189079,0.0,-5.0,3.0,14.0,956.0
14:12:28,17,41.5130768,36.1189079,0.0,-4.0,6.0,11.0,883.0
14:12:29,17,41.5130768,36.1189079,0.0,-4.0,6.0,11.0,1809.0
14:12:30,17,41.5130768,36.11891,0.0,-4.0,7.0,13.0,1740.0
14:12:31,17,41.5130768,36.11891,0.0,-4.0,7.0,14.0,1660.0
14:12:32,17,41.5130768,36.11891,0.0,-5.0,7.0,13.0,1579.0
14:12:33,17,41.51308,36.1189156,0.0,-6.0,350.0,10.0,1500.0
14:12:34,17,41.5130844,36.1189232,0.0,-6.0,354.0,9.0,1438.0
14:12:35,17,41.5130844,36.1189232,0.0,-7.0,10.0,8.0,1468.0
14:12:35,17,41.5130844,36.118927,0.0,-8.0,10.0,9.0,1390.0
14:12:36,17,41.51309,36.11893,0.0,-6.0,27.0,4.0,1330.0
14:12:37,17,41.51309,36.11893,0.0,-5.0,29.0,6.0,1265.0
14:12:38,17,41.51309,36.11893,0.0,-4.0,26.0,6.0,1185.0
14:12:39,17,41.51309,36.11893,0.0,-4.0,25.0,7.0,1103.0
14:12:40,17,41.51309,36.11893,0.0,-4.0,25.0,7.0,2024.0
14:12:41,17,41.513092,36.11893,0.0,-4.0,19.0,9.0,1961.0
14:12:42,17,41.513092,36.11893,0.0,-4.0,8.0,9.0,1880.0
14:12:43,17,41.5130959,36.11893,0.0,-6.0,17.0,7.0,1809.0
14:12:44,17,41.5130959,36.11893,0.0,-6.0,13.0,7.0,1836.0
14:12:45,17,41.5130959,36.11893,0.0,-5.0,1.0,12.0,1792.0
14:12:46,17,41.5131,36.11894,0.0,-11.0,11.0,17.0,1728.0
14:12:47,17,41.5131035,36.11895,0.0,-10.0,19.0,15.0,1168.0
14:12:48,17,41.51311,36.1189575,0.0,-4.0,35.0,13.0,1620.0
14:12:49,17,41.51311,36.11897,0.0,4.0,60.0,16.0,1549.0
14:12:50,17,41.5131073,36.1189728,0.0,8.0,59.0,14.0,1572.0
14:12:51,17,41.51311,36.11898,0.0,10.0,55.0,13.0,1795.0
14:12:52,17,41.51311,36.1189957,0.0,9.0,49.0,1.0,1712.0
14:12:53,17,41.51311,36.1190033,0.0,8.0,76.0,1.0,1637.0
14:12:54,17,41.51311,36.1190071,0.0,11.0,78.0,4.0,1458.0
14:12:55,17,41.51311,36.11901,0.0,23.0,98.0,15.0,1592.0
14:12:56,17,41.51311,36.1190567,2.0,26.0,94.0,56.0,1636.0
14:12:57,17,41.513092,36.1191559,3.0,-3.0,107.0,19.0,1457.0
14:12:58,17,41.5130348,36.1193,2.0,3.0,117.0,22.0,1379.0
14:12:59,17,41.5129242,36.11945,4.0,11.0,140.0,32.0,1435.0
14:13:0,17,41.5127754,36.1195374,10.0,32.0,165.0,24.0,1375.0
14:13:1,17,41.51264,36.11954,20.0,46.0,197.0,59.0,1296.0
14:13:2,17,41.5125427,36.1194725,30.0,23.0,242.0,95.0,1218.0
14:13:3,17,41.5124779,36.1193123,34.0,-20.0,272.0,58.0,1143.0
14:13:4,17,41.5124779,36.1193123,34.0,-20.0,272.0,58.0,2073.0
14:13:5,17,41.5124855,36.11896,28.0,-10.0,292.0,23.0,2047.0
14:13:6,17,41.51256,36.11869,25.0,-7.0,302.0,16.0,1988.0
14:13:6,17,41.51261,36.11856,23.0,-8.0,304.0,17.0,1940.0
14:13:7,17,41.5127144,36.1182671,18.0,-5.0,300.0,-27.0,1879.0
14:13:8,17,41.51276,36.1179352,18.0,2.0,280.0,-38.0,1800.0
14:13:9,17,41.5127144,36.1175957,21.0,4.0,256.0,-45.0,2329.0
14:13:10,17,41.51258,36.1173,25.0,4.0,235.0,-47.0,2253.0
14:13:11,17,41.5124855,36.1171722,27.0,1.0,219.0,-49.0,2268.0
14:13:12,17,41.5122375,36.1169777,29.0,0.0,203.0,-45.0,2212.0
14:13:13,17,41.5119171,36.1168976,30.0,-3.0,182.0,-46.0,1829.0
14:13:14,17,41.5116,36.11701,30.0,-1.0,147.0,-43.0,2372.0
14:13:15,17,41.5114632,36.1171227,29.0,0.0,125.0,-43.0,2043.0
14:13:16,17,41.51127,36.11745,29.0,2.0,105.0,-44.0,1688.0
14:13:17,17,41.5112457,36.11781,33.0,9.0,74.0,-41.0,2079.0
14:13:18,17,41.5112877,36.11795,36.0,15.0,55.0,-22.0,1761.0
14:13:20,17,41.5114861,36.11825,49.0,15.0,44.0,-28.0,1793.0
14:13:21,17,41.5115662,36.1183167,53.0,14.0,35.0,-27.0,1647.0
14:13:22,17,41.51165,36.11836,57.0,11.0,18.0,-26.0,2205.0
14:13:23,17,41.5119247,36.1184,66.0,8.0,11.0,-7.0,1409.0
14:13:24,17,41.5121155,36.118412,70.0,6.0,12.0,14.0,1796.0
14:13:24,17,41.5123,36.11845,74.0,6.0,22.0,26.0,1709.0
14:13:25,17,41.51247,36.11854,79.0,7.0,37.0,34.0,1612.0
14:13:26,17,41.5125465,36.1186142,82.0,7.0,45.0,28.0,1517.0
14:13:27,17,41.51267,36.1187935,87.0,8.0,62.0,32.0,1374.0
14:13:28,17,41.51267,36.1187935,87.0,8.0,62.0,32.0,2302.0
14:13:29,17,41.5127449,36.11902,94.0,9.0,69.0,28.0,2204.0
14:13:30,17,41.51278,36.1192474,99.0,6.0,77.0,27.0,2108.0
14:13:31,17,41.5127754,36.11949,103.0,5.0,89.0,32.0,2538.0
14:13:32,17,41.51272,36.11974,107.0,6.0,102.0,32.0,2436.0
14:13:33,17,41.5126724,36.11986,109.0,7.0,118.0,36.0,2332.0
14:13:34,17,41.51254,36.1200867,112.0,6.0,128.0,39.0,2162.0
14:13:35,17,41.5123367,36.1202621,116.0,7.0,146.0,40.0,2019.0
14:13:36,17,41.5120735,36.12033,121.0,10.0,173.0,40.0,1711.0
14:13:37,17,41.5118141,36.1202774,126.0,8.0,190.0,39.0,2639.0
14:13:38,17,41.51156,36.12013,129.0,1.0,210.0,44.0,2000.0
14:13:39,17,41.5113373,36.1198769,129.0,-3.0,228.0,45.0,2307.0
14:13:40,17,41.5112534,36.1197166,128.0,-4.0,248.0,44.0,1431.0
14:13:41,17,41.5111542,36.11934,126.0,-3.0,261.0,44.0,1179.0
14:13:42,17,41.51117,36.11894,125.0,-1.0,283.0,45.0,975.0
14:13:42,17,41.51117,36.11894,125.0,-1.0,283.0,45.0,1896.0
14:13:43,17,41.5112953,36.1186066,125.0,0.0,312.0,45.0,2233.0
14:13:44,17,41.5114937,36.1183853,128.0,0.0,335.0,36.0,3152.0
14:13:45,17,41.5116158,36.11831,129.0,0.0,344.0,34.0,2370.0
14:13:46,17,41.511837,36.11822,131.0,-2.0,354.0,34.0,1630.0
14:13:47,17,41.51195,36.118206,132.0,-6.0,8.0,35.0,1504.0
14:13:48,17,41.51228,36.1182671,131.0,-8.0,19.0,32.0,1894.0
14:13:49,17,41.51247,36.1183968,129.0,-7.0,34.0,29.0,1692.0
14:13:50,17,41.51256,36.1184921,129.0,-5.0,45.0,30.0,1430.0
14:13:51,17,41.5127,36.1187134,128.0,-3.0,56.0,29.0,1390.0
14:13:52,17,41.5127831,36.1189842,129.0,-1.0,69.0,35.0,1211.0
14:13:53,17,41.5128136,36.11928,129.0,-2.0,80.0,32.0,1077.0
14:13:54,17,41.5128136,36.11928,129.0,-2.0,80.0,32.0,2007.0
14:13:55,17,41.5127029,36.1198769,128.0,-2.0,111.0,40.0,1607.0
14:13:56,17,41.51253,36.12014,127.0,-2.0,132.0,45.0,1505.0
14:13:57,17,41.5123024,36.1203156,127.0,-1.0,148.0,45.0,1425.0
