timestamp,takim_numarasi,iha_enlem,iha_boylam,iha_irtifa,iha_dikilme,iha_yonelme,iha_yatis,zaman_farki
14:32:21,8,41.5126648,36.12012,0.384,-4.0,-4.0,-10.0,12237.0
14:32:22,8,41.5126877,36.1201057,0.78,-9.0,-148.0,-16.0,472.0
14:32:23,8,41.5127029,36.1200943,0.73,-12.0,-148.0,-16.0,292.0
14:32:24,8,41.51271,36.1200867,0.682,-11.0,-148.0,-22.0,624.0
14:32:26,8,41.51274,36.1200562,-0.028,-14.0,-143.0,-19.0,105.0
14:32:27,8,41.5127525,36.12005,-0.093,-14.0,-150.0,-17.0,358.0
14:32:28,8,41.51276,36.12004,-0.14,-11.0,-153.0,-18.0,711.0
14:32:29,8,41.5127754,36.12002,-0.173,-15.0,-159.0,-25.0,407.0
14:32:31,8,41.5128,36.1199951,-0.102,-15.0,-154.0,-23.0,373.0
14:32:32,8,41.5128136,36.11998,-0.159,-11.0,-142.0,-20.0,494.0
14:32:33,8,41.5128326,36.11997,-0.193,-13.0,-135.0,-17.0,371.0
14:32:34,8,41.5128441,36.11996,-0.188,-15.0,-138.0,-11.0,766.0
14:32:35,8,41.5128746,36.11994,-0.289,-12.0,-134.0,-12.0,161.0
14:32:36,8,41.512886,36.1199341,-0.299,-9.0,-138.0,-13.0,591.0
14:32:37,8,41.5128975,36.1199265,-0.349,-10.0,-139.0,-15.0,990.0
14:32:38,8,41.51293,36.1199036,-0.134,-5.0,-141.0,-13.0,413.0
14:32:38,8,41.5129433,36.1199,-0.19,-3.0,-139.0,-13.0,792.0
14:32:39,8,41.51296,36.1198845,-0.242,-13.0,-142.0,-17.0,1187.0
14:32:40,8,41.5129776,36.119873,-0.204,-11.0,-144.0,-13.0,560.0
14:32:41,8,41.5129852,36.1198654,-0.217,-9.0,-148.0,-8.0,894.0
14:32:43,8,41.5130157,36.11984,-0.027,-8.0,-149.0,-8.0,450.0
14:32:44,8,41.51304,36.1198235,-0.035,-6.0,-147.0,-8.0,489.0
14:32:49,8,41.51311,36.11976,-0.087,-11.0,-155.0,-18.0,813.0
14:32:50,8,41.51313,36.11973,-0.192,-6.0,-154.0,-15.0,94.0
14:32:51,8,41.5131378,36.1197243,-0.236,-10.0,-154.0,-17.0,446.0
14:32:52,8,41.5131454,36.1197166,-0.251,-5.0,-158.0,-11.0,820.0
14:32:53,8,41.5131645,36.11969,-0.206,-8.0,-164.0,-18.0,75.0
14:32:54,8,41.513176,36.1196747,-0.136,-9.0,-166.0,-19.0,301.0
14:32:55,8,41.51318,36.1196632,-0.044,-9.0,-161.0,-29.0,794.0
14:32:56,8,41.5131874,36.1196442,-0.196,-11.0,-166.0,-29.0,592.0
14:32:58,8,41.5132,36.11961,-0.258,-4.0,-171.0,-25.0,1035.0
14:32:59,8,41.51321,36.1195755,-0.261,-4.0,-176.0,-24.0,289.0
14:33:0,8,41.5132141,36.1195641,-0.272,-5.0,178.0,-17.0,605.0
14:33:3,8,41.51323,36.1195068,0.092,-7.0,173.0,-19.0,512.0
14:33:4,8,41.5132332,36.1194839,0.16,-6.0,175.0,-22.0,262.0
14:33:5,8,41.5132332,36.1194725,0.145,-6.0,172.0,-18.0,575.0
14:33:6,8,41.513237,36.11946,0.121,-4.0,171.0,-19.0,915.0
14:33:7,8,41.5132446,36.1194267,-0.005,-1.0,169.0,-20.0,75.0
14:33:8,8,41.51325,36.1194153,0.017,-1.0,169.0,-19.0,427.0
14:33:9,8,41.51325,36.1194077,0.058,-1.0,165.0,-16.0,622.0
14:33:9,8,41.5132523,36.1193962,0.073,-3.0,167.0,-21.0,975.0
14:33:10,8,41.5132561,36.1193542,0.051,-4.0,168.0,-22.0,115.0
14:33:11,8,41.5132561,36.1193428,0.094,-6.0,174.0,-27.0,370.0
14:33:12,8,41.51326,36.1193275,0.087,-5.0,174.0,-23.0,685.0
14:33:13,8,41.5132637,36.1193161,-0.027,-5.0,-175.0,-23.0,1017.0
14:33:14,8,41.5132675,36.1192856,-0.079,-4.0,-178.0,-22.0,341.0
14:33:15,8,41.51327,36.1192741,0.057,-7.0,-178.0,-26.0,698.0
14:33:16,8,41.5132751,36.11925,0.132,-6.0,175.0,-26.0,536.0
14:33:17,8,41.5132751,36.11924,0.166,-3.0,171.0,-23.0,887.0
14:33:18,8,41.5132828,36.1192055,0.081,-3.0,169.0,-19.0,58.0
14:33:19,8,41.5132828,36.11919,-0.017,-5.0,168.0,-23.0,333.0
14:33:20,8,41.5132866,36.1191826,-0.024,-7.0,171.0,-26.0,929.0
14:33:21,8,41.51329,36.11915,-0.051,-8.0,175.0,-24.0,74.0
14:33:22,8,41.5132942,36.1191368,-0.063,-5.0,174.0,-22.0,428.0
14:33:23,8,41.5132942,36.1191254,-0.017,-7.0,177.0,-23.0,769.0
14:33:24,8,41.513298,36.1191063,0.049,-5.0,162.0,-22.0,506.0
14:33:25,8,41.5132942,36.11909,-0.007,-5.0,138.0,-18.0,322.0
14:33:26,8,41.5132942,36.1190834,0.015,-7.0,125.0,-22.0,690.0
14:33:27,8,41.513298,36.11907,-0.073,-6.0,129.0,-34.0,626.0
14:33:28,8,41.513298,36.11906,-0.092,-4.0,150.0,-33.0,1640.0
