timestamp,takim_numarasi,iha_enlem,iha_boylam,iha_irtifa,iha_dikilme,iha_yonelme,iha_yatis,zaman_farki
14:4:46,22,41.5133247,36.1189041,-0.059,0.694894135,126.810181,-0.123110555,906.0
14:4:47,22,41.5133247,36.1189,-0.067,0.675261855,126.843483,-0.128787026,1361.0
14:4:48,22,41.5133247,36.1189,-0.083,0.699876547,126.771629,-0.24042888,901.0
14:4:49,22,41.5133247,36.1189,-0.022,0.68804884,126.93248,0.05477062,818.0
14:4:50,22,41.5133247,36.1189,-0.048,0.678846657,126.528923,-0.321502477,251.0
14:4:51,22,41.5133247,36.1189,-0.048,0.678846657,126.528923,-0.321502477,1169.0
14:4:52,22,41.5133247,36.1189,-0.05,0.6526328,126.780731,0.0142989475,1093.0
14:4:53,22,41.5133247,36.1189,0.014,0.662393749,126.555527,-0.36945504,1127.0
14:4:54,22,41.5133247,36.1189,0.013,0.6951328,126.676018,-0.222703621,554.0
14:4:55,22,41.5133247,36.1189,-0.005,0.6588408,126.758064,0.03093222,572.0
14:4:56,22,41.5133247,36.1189,-0.09,0.649263561,126.987312,0.310256451,-1.0
14:4:57,22,41.5133247,36.1189,-0.125,0.6904003,126.696907,-0.0426342264,362.0
14:4:58,22,41.5133247,36.1189,-0.124,0.7088111,126.501808,-0.281949162,924.0
14:4:59,22,41.5133247,36.1189,-0.149,0.7067057,126.634933,-0.100740515,358.0
14:5:0,22,41.5133247,36.1189,-0.149,0.7067057,126.634933,-0.100740515,1285.0
14:5:1,22,41.51332,36.1189,-0.022,0.664794564,126.6813,-0.0270431731,1206.0
14:5:2,22,41.51332,36.1189,0.026,0.6445845,126.619225,-0.106191166,741.0
14:5:3,22,41.5133247,36.1189,0.034,0.6986937,126.67218,-0.0618266053,692.0
14:5:4,22,41.5133247,36.1189,-0.006,0.6735281,126.716072,-0.0387360044,634.0
14:5:5,22,41.5133247,36.1189,-0.029,0.700103045,126.589432,-0.231754318,69.0
14:5:6,22,41.5133247,36.1189,-0.029,0.700103045,126.589432,-0.231754318,989.0
14:5:7,22,41.5133247,36.1189,-0.026,0.6878014,126.634247,-0.176421463,1016.0
14:5:8,22,41.5133247,36.1189,0.003,0.707881749,126.630066,-0.1305934,462.0
14:5:9,22,41.5133247,36.1189,0.023,0.686211944,126.609482,-0.18615593,401.0
14:5:10,22,41.5133247,36.1189,0.045,0.716010749,126.5588,-0.303610861,-169.0
14:5:11,22,41.5133247,36.1189,0.022,0.698819,126.710381,-0.0276361462,65.0
14:5:12,22,41.5133247,36.1189,0.022,0.698819,126.710381,-0.0276361462,885.0
14:5:13,22,41.5133247,36.1189,0.046,0.711554468,126.613335,-0.166154414,812.0
14:5:14,22,41.5133247,36.1189,0.071,0.731802344,126.453987,-0.377050221,245.0
14:5:15,22,41.5133247,36.1189,0.116,0.721455038,126.574692,-0.20194374,287.0
14:5:16,22,41.5133247,36.1189,0.116,0.721455038,126.574692,-0.20194374,1115.0
14:5:17,22,41.5133247,36.1189,0.139,0.7003824,126.586861,-0.138879538,1145.0
14:5:18,22,41.5133247,36.1189,0.16,0.741957366,126.540184,-0.177296162,982.0
14:5:19,22,41.5133247,36.1189,0.014,0.725941837,126.6634,-0.0328432322,501.0
14:5:20,22,41.5133247,36.1189,0.022,0.728634655,126.559761,-0.159541562,442.0
14:5:20,22,41.5133247,36.1189,0.022,0.728634655,126.559761,-0.159541562,1362.0
14:5:21,22,41.5133247,36.1189,0.108,0.7428645,126.645706,-0.0476853922,1406.0
14:5:22,22,41.5133247,36.1189,0.133,0.7356042,126.63578,-0.040902026,728.0
14:5:23,22,41.5133247,36.1189,0.156,0.738217831,126.563705,-0.1513703,757.0
14:5:24,22,41.5133247,36.1189,0.046,0.7220967,126.625809,-0.04428089,178.0
14:5:25,22,41.5133247,36.1189,0.046,0.7220967,126.625809,-0.04428089,1100.0
14:5:27,22,41.5133247,36.1189,0.134,0.6993927,126.534416,-0.0916216746,932.0
14:5:28,22,41.5133247,36.1189,0.113,0.7067452,126.509941,-0.124302104,359.0
14:5:29,22,41.5133247,36.1189,0.138,0.7087573,126.563667,-0.0241282843,298.0
14:5:30,22,41.5133247,36.1189,0.099,1.31133032,125.738113,0.0572103858,37.0
14:5:31,22,41.5133247,36.1189,0.099,1.31133032,125.738113,0.0572103858,968.0
14:5:32,22,41.5133247,36.1189041,0.712,-8.928324,162.075287,6.997764,1008.0
14:5:33,22,41.5133133,36.1189079,0.806,-8.0773,-141.193008,10.4499531,854.0
14:5:34,22,41.5133133,36.1189,0.835,-11.1572514,168.201981,14.3578825,396.0
14:5:35,22,41.5133133,36.1189,0.828,-6.03425169,-171.998245,9.381615,324.0
14:5:36,22,41.5133133,36.1189,0.828,-6.03425169,-171.998245,9.381615,1254.0
14:5:37,22,41.51331,36.1189,0.033,-6.61022854,-152.512131,13.6894312,671.0
14:5:38,22,41.5133,36.1189,-0.036,-5.897819,-109.664764,17.1640778,595.0
14:5:39,22,41.5132866,36.1188965,0.06,-8.925976,-126.282974,18.4866142,525.0
14:5:40,22,41.5132828,36.1188965,0.076,-12.0041838,-144.400452,21.82883,551.0
